,US Equities,World Equities,US Treasuries,High Yield,Corp Bonds,Real Estate,Commodities,,Regime
9-Jul,0.089045,0.104658,0.008512,0.057767,0.045979,0.107184,0.040092,,1
9-Aug,-0.003869,0.009507,0.019537,0.018613,0.01973,0.049355,-0.076476,,1
9-Sep,0.036251,0.036019,0.031632,0.055206,0.023023,0.071343,0.018791,,1
9-Oct,0.007496,0.002538,-0.026172,0.019664,0.002933,-0.002572,0.080492,,1
9-Nov,0.06374,0.053357,0.008075,0.011692,0.011396,0.076833,0.011743,,1
9-Dec,0.013989,-0.010726,-0.047837,0.03115,-0.004595,0.052289,-0.001589,,1
10-Jan,-0.020694,-0.04331,0.019352,0.011714,0.01323,-0.030858,-0.065517,,1
10-Feb,0.030993,-0.001693,0.005929,0.005023,0.007391,0.041503,0.030896,,1
10-Mar,0.058301,0.074917,-0.017784,0.029629,0.002514,0.090172,0.043425,,1
10-Apr,0.027329,-0.031781,0.030475,0.022757,0.020166,0.095656,0.019023,,1
10-May,-0.108923,-0.104586,0.044723,-0.037236,-0.005562,-0.100622,-0.149272,,1
10-Jun,-0.040903,-0.019926,0.050152,0.013099,0.024059,-0.028268,-0.003629,,1
10-Jul,0.097059,0.129544,-0.004615,0.036293,0.018779,0.126315,0.105139,,1
10-Aug,-0.038427,-0.028893,0.049738,0.002481,0.014842,-0.014272,-0.058114,,1
10-Sep,0.065753,0.071083,-0.002931,0.030319,0.012778,0.018637,0.070389,,1
10-Oct,0.034881,0.032295,-0.031669,0.023878,0.001416,0.047736,0.028546,,1
10-Nov,0.026122,-0.026195,-0.030204,-0.009912,-0.017481,-0.014367,0.031531,,1
10-Dec,0.058715,0.063609,-0.017641,0.015903,-0.000252,0.056494,0.066113,,1
11-Jan,0.026566,0.038032,-0.027835,0.023391,-0.000428,0.022736,0.026874,,1
11-Feb,0.002078,0.019256,0.017941,0.0133,0.01167,0.011293,0.05452,,1
11-Mar,0.025071,-0.01452,0.00238,0.003684,-0.001476,0.014928,0.034764,,1
11-Apr,0.020964,0.057297,0.016338,0.013534,0.017339,0.046797,0.029729,,1
11-May,-0.03188,-0.039443,0.045063,0.005529,0.019801,-0.019,-0.077536,,-1
11-Jun,0.020465,-0.004277,-0.032211,-0.008941,-0.014661,0.018549,-0.045047,,-1
11-Jul,-0.039745,-0.029993,0.055704,0.010422,0.031937,-0.024496,0.028334,,-1
11-Aug,-0.06797,-0.07711,0.092651,-0.037045,0.001708,-0.058073,-0.021869,,-1
11-Sep,-0.094113,-0.120219,0.085461,-0.035966,-0.002696,-0.131199,-0.124085,,-1
11-Oct,0.117158,0.076465,-0.009156,0.051376,0.025005,0.148804,0.096833,,1
11-Nov,0.023752,-0.002049,-0.013458,-0.010092,-0.028597,-0.011152,0.018495,,1
11-Dec,0.011797,-0.006283,0.04232,0.022927,0.024597,0.057262,-0.015721,,1
12-Jan,0.060435,0.066572,-0.012613,0.032289,0.020947,0.073675,0.022458,,1
12-Feb,0.037933,0.039079,-0.019823,0.022561,0.008258,-0.009799,0.0751,,1
12-Mar,0.032309,0.002436,-0.027272,-0.002103,-0.007393,0.045864,-0.020415,,1
12-Apr,-0.009749,-0.028465,0.035441,0.01305,0.012068,0.028547,-0.017843,,1
12-May,-0.089983,-0.125669,0.106814,-0.020592,0.01419,-0.070001,-0.155353,,1
12-Jun,0.070412,0.088882,-0.034534,0.026349,-0.000032,0.096638,0.034976,,1
12-Jul,0.00266,0.006649,0.02717,0.020577,0.027729,0.008128,0.070376,,1
12-Aug,0.02847,0.032194,-0.004841,0.010165,0.004597,0.008833,0.060667,,1
12-Sep,0.028198,0.037395,-0.018357,0.015273,0.008801,-0.014942,-0.012368,,1
12-Oct,-0.008361,0.00417,-0.009888,0.008633,0.009401,0.004423,-0.040774,,1
12-Nov,-0.009275,0.018237,0.020562,0.006807,0.000864,-0.004804,0.014132,,1
12-Dec,0.016511,0.026949,-0.019681,0.015756,-0.000665,0.028587,-0.007606,,1
13-Jan,0.064635,0.055687,-0.041678,0.013875,-0.011164,0.049398,0.049273,,1
13-Feb,0.005033,-0.023169,0.024127,0.00478,0.011047,0.01085,-0.057204,,1
13-Mar,0.030986,0.011736,-0.001121,0.010501,0.000448,0.030573,0.0134,,1
13-Apr,0.01184,0.048162,0.043792,0.019955,0.0207,0.046967,-0.064937,,1
13-May,0.039604,-0.023535,-0.071252,-0.008096,-0.027298,-0.053977,0.018295,,1
13-Jun,-0.0114,-0.022487,-0.029361,-0.02483,-0.027634,-0.030297,-0.001446,,1
13-Jul,0.061305,0.052875,-0.041411,0.017227,0.000099,0.004873,0.054354,,1
13-Aug,-0.041535,-0.009472,0.014122,-0.005808,0.000019,-0.058239,0.020761,,1
13-Sep,0.044913,0.061787,-0.002566,0.01081,0.0063,0.049865,-0.038356,,1
13-Oct,0.036391,0.019221,0.00803,0.024185,0.012284,0.031454,-0.02624,,1
13-Nov,0.023188,0.009774,-0.015135,0.005053,0.001985,-0.054979,0.014428,,1
13-Dec,0.029008,0.021909,-0.019563,0.005397,-0.001704,0.014987,0.013694,,1
14-Jan,-0.05487,-0.049006,0.057003,0.007011,0.018909,0.015713,-0.021333,,1
14-Feb,0.064581,0.046232,0.008488,0.020231,0.010841,0.0655,0.067488,,1
14-Mar,0.022264,0.017895,0.000004,0.00305,-0.000785,0.007657,-0.026827,,1
14-Apr,-0.005873,0.015678,0.036594,0.006042,0.017465,0.029376,0.013928,,1
14-May,0.022277,0.015413,0.020175,0.008801,0.010764,0.024267,0.002441,,1
14-Jun,0.030821,0.019006,-0.011597,0.008643,-0.002212,0.013135,0.021638,,1
14-Jul,-0.028148,-0.031476,0.018786,-0.018888,0.004053,-0.006735,-0.058104,,1
14-Aug,0.043745,0.008299,0.038387,0.021305,0.01339,0.035689,-0.009703,,1
14-Sep,-0.033391,-0.048614,-0.00266,-0.019289,-0.007792,-0.05539,-0.062227,,1
14-Oct,0.041572,-0.019297,0.011297,0.010194,0.003308,0.093608,-0.064498,,1
14-Nov,0.016468,0.021751,0.022566,-0.014062,0.004095,0.012604,-0.08271,,1
14-Dec,0.007651,-0.029958,0.035465,-0.007707,0.003538,0.014302,-0.155282,,1
15-Jan,-0.015855,0.002981,0.088439,0.006607,0.031557,0.054097,-0.059164,,1
15-Feb,0.050828,0.049694,-0.055251,0.024104,-0.010528,-0.019236,0.026451,,1
15-Mar,-0.020838,-0.010973,0.02368,-0.005248,0.00814,0.006205,-0.025507,,1
15-Apr,0.018966,0.040044,-0.05595,0.012026,-0.017115,-0.040538,0.078846,,1
15-May,0.005086,-0.009131,-0.020765,0.002542,-0.009787,0.002632,-0.017373,,1
15-Jun,-0.013243,-0.018181,-0.037048,-0.012498,-0.015107,-0.039644,-0.018004,,1
15-Jul,0.007747,0.007697,0.051836,-0.007923,0.011177,0.039278,-0.147469,,1
15-Aug,-0.083911,-0.093336,0.000205,-0.018571,-0.005264,-0.078913,-0.015768,,1
15-Sep,0.003427,-0.020377,0.019278,-0.026886,0.007008,0.042418,-0.027453,,1
15-Oct,0.092108,0.064349,-0.00925,0.029611,0.004193,0.079243,0.001611,,1
15-Nov,0.001941,-0.004573,0.004317,-0.019977,0.002581,-0.010844,-0.078084,,1
15-Dec,-0.029494,-0.025108,-0.012637,-0.027426,-0.012915,-0.000828,-0.090491,,1
16-Jan,-0.055124,-0.061896,0.045892,-0.017918,0.000116,-0.033953,-0.076118,,1
16-Feb,0.023712,-0.011061,0.01813,0.016537,0.007615,0.021567,0.009421,,1
16-Mar,0.051944,0.036116,0.015874,0.035171,0.03285,0.072566,0.022858,,1
16-Apr,0.00872,0.051411,-0.005294,0.039249,0.014696,-0.002171,0.109346,,1
16-May,0.011779,-0.010807,0.009593,0.004128,-0.001577,0.009775,0.039373,,1
16-Jun,0.003738,-0.018297,0.07234,0.01523,0.028376,0.066622,0.005294,,1
16-Jul,0.03522,0.037188,0.00326,0.022939,0.007354,0.041594,-0.11989,,1
16-Aug,0.004009,0.010802,-0.001221,0.020563,0.005421,-0.038314,0.020075,,1
16-Sep,-0.002355,0.007593,-0.016875,0.007099,-0.002329,-0.028512,0.067589,,1
16-Oct,-0.024218,-0.020021,-0.037464,-0.001144,-0.008301,-0.054193,-0.024027,,1
16-Nov,0.049532,-0.0145,-0.090081,0.000178,-0.031981,-0.01357,0.048825,,1
16-Dec,0.024148,0.034377,0.0081,0.018519,0.011132,0.058115,0.026598,,1
17-Jan,0.0181,0.028057,-0.000598,0.015519,0.001784,-0.0088,0.00051,,1
17-Feb,0.051317,0.015076,0.001665,0.015986,0.00706,0.050463,-0.00984,,1
17-Mar,-0.015722,0.018458,0.013096,-0.004614,0.003802,-0.00981,-0.047995,,1
17-Apr,0.01523,0.028427,0.00581,0.011997,0.008314,0.010069,-0.017285,,1
17-May,0.017014,0.03537,0.027476,0.009329,0.013838,-0.001752,-0.013798,,1
17-Jun,0.002698,0.000023,0.006321,0.000279,0.004031,0.025728,-0.003772,,1
17-Jul,0.01812,0.036043,0.002272,0.011805,0.010779,0.004595,0.017437,,1
17-Aug,0.002555,-0.003572,0.018053,-0.000505,0.002513,0.003272,0.006427,,1
17-Sep,0.026364,0.021013,-0.014149,0.008366,0.000538,-0.008289,0.018489,,1
17-Oct,0.017553,0.017646,0.001088,0.0046,0.004427,0.001323,0.052222,,1
17-Nov,0.0276,0.000536,0.018297,-0.002873,0.002506,0.026818,0.026263,,1
17-Dec,0.012692,0.024908,0.00413,0.002968,0.005165,-0.002884,0.031379,,1
18-Jan,0.052478,0.046916,-0.042973,0.005007,-0.012895,-0.049256,0.042601,,1
18-Feb,-0.048248,-0.060285,-0.012157,-0.009299,-0.012403,-0.056119,-0.046203,,1
18-Mar,-0.031321,-0.004075,0.022661,-0.004258,0.001168,0.026595,0.009943,,1
18-Apr,0.029583,0.018215,-0.026036,0.00545,-0.013259,0.025344,0.057894,,1
18-May,0.03537,-0.008206,0.017547,0.001654,0.004987,0.03287,0.015722,,1
18-Jun,-0.000469,-0.026838,0.012952,0.003131,-0.00179,0.03181,0.006325,,1
18-Jul,0.030346,0.035704,-0.022824,0.011215,0.006016,0.016921,-0.035008,,1
18-Aug,0.035904,-0.018291,0.023364,0.007074,0.007723,0.018466,0.026868,,1
18-Sep,0.003224,0.010218,-0.035022,0.007495,-0.004578,-0.032415,0.060332,,1
